RA,Ano_Referencia,Fase,INDE,IAN,IDA,IEG,IPS,IPP,IPV,Probabilidade_Risco,Risco_Real_2024,Classificacao_Modelo
RA-1242,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1270,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1268,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1269,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1271,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1236,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1258,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1235,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1251,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1256,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1254,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1248,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1246,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-25,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1240,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1238,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1231,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1233,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-153,2023,FASE 5,7.289966667,10.0,6.4,7.4,2.52,8.125,7.71,0.2929336232803966,0,0
RA-639,2023,FASE 2,7.5853,10.0,6.3,8.1,6.27,8.125,7.62,0.2927163390841735,0,0
RA-559,2023,FASE 2,7.947366667,5.0,7.4,9.4,5.0,8.958333333,8.506666667,0.29233378453431413,0,0
RA-597,2023,FASE 1,8.49045,5.0,8.5,9.6,7.52,9.0625,8.56,0.2916515507561431,0,0
RA-880,2023,ALFA,6.724,10.0,6.3,9.4,2.52,6.25,8.585,0.29067947503232683,1,0
RA-62,2023,FASE 7,7.610333333,10.0,7.5,9.8,6.89,8.25,8.215,0.2883044024006951,0,0
RA-855,2023,FASE 1,8.62995,10.0,6.8,10.0,7.52,8.4375,8.67,0.28818739329523985,0,0
RA-2,2023,FASE 8,,10.0,,,,,,0.28813765398564367,0,0
RA-13,2023,FASE 8,,10.0,,,,,,0.28798213563475844,0,0
RA-1230,2023,FASE 7,,10.0,,,2.52,,,0.28737776070975685,0,0
RA-1003,2023,ALFA,7.6522,10.0,4.0,8.5,7.52,7.5,8.75,0.28704286235967136,1,0
RA-12,2023,FASE 8,,10.0,,,,,,0.2867755458569076,0,0
RA-1008,2023,ALFA,8.13595,10.0,8.4,8.6,7.52,5.9375,7.5,0.28561585732476363,1,0
RA-23,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1272,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1260,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1264,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1274,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1266,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1250,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1234,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-6,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1237,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1239,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1245,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1263,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1261,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1249,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1255,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1259,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1252,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-1241,2023,FASE 8,,10.0,,,,,,0.2852173164562627,0,0
RA-781,2023,FASE 1,8.209283333,5.0,7.9,9.8,7.52,8.4375,9.116666667,0.28511671788668724,0,0
RA-928,2023,ALFA,9.3712,10.0,9.8,10.0,7.52,8.75,9.67,0.2818581761929772,0,0
RA-31,2023,FASE 8,,10.0,,,,,,0.2816714489834011,0,0
RA-36,2023,FASE 8,,10.0,,,,,,0.2816714489834011,0,0
RA-35,2023,FASE 8,,10.0,,,,,,0.2816714489834011,0,0
RA-605,2023,FASE 2,7.709366667,5.0,6.8,9.5,7.52,7.291666667,7.84,0.2816252456933167,0,0
RA-414,2023,FASE 3,7.25025,10.0,6.5,9.5,7.52,7.8125,7.585,0.28145843284994015,0,0
RA-1151,2023,FASE 3,7.829958333,10.0,8.3,9.5,2.52,7.65625,7.545,0.28116297691615166,0,0
RA-1228,2023,FASE 7,,10.0,,,2.52,,,0.27954624722045773,0,0
RA-934,2023,ALFA,9.1737,10.0,8.7,9.6,7.52,9.375,9.67,0.27879572519905493,1,0
RA-1207,2023,FASE 5,7.58235,10.0,5.5,9.0,5.0,7.8125,7.63,0.27827200367207466,1,0
RA-1122,2023,FASE 2,7.3715,10.0,6.9,9.3,6.89,7.291666667,8.616666667,0.27706226975838455,0,0
RA-1226,2023,FASE 7,,10.0,,,7.52,,,0.27582220934284396,0,0
RA-1,2023,FASE 8,,10.0,,,,,,0.274560693102011,0,0
RA-7,2023,FASE 8,,10.0,,,,,,0.27415399947132946,0,0
RA-655,2023,FASE 2,8.3198,5.0,8.3,9.9,7.52,9.166666667,8.896666667,0.27320211244977594,0,0
RA-1229,2023,FASE 7,,10.0,,,7.52,,,0.27258835438481305,0,0
RA-76,2023,FASE 7,,10.0,,,2.52,,,0.2717828538519086,0,0
RA-929,2023,ALFA,9.1312,10.0,8.8,9.8,7.52,8.75,9.67,0.27106277522204997,1,0
RA-952,2023,ALFA,8.37095,10.0,9.0,9.2,3.77,7.1875,8.425,0.27093276857307524,0,0
RA-602,2023,FASE 2,8.5592,5.0,8.1,9.6,7.52,8.75,9.51,0.27082405172061635,0,0
RA-250,2023,FASE 3,7.598208333,10.0,8.3,9.3,5.63,7.96875,8.625,0.2702912398754602,0,0
RA-93,2023,FASE 7,,10.0,,,3.14,,,0.2698357102153073,0,0
RA-777,2023,FASE 1,7.468125,10.0,6.3,9.3,7.52,8.28125,8.84,0.26727144949878434,0,0
RA-132,2023,FASE 5,7.350625,10.0,6.5,8.7,2.52,7.65625,7.715,0.26707182744759883,0,0
RA-158,2023,FASE 5,7.297425,10.0,6.0,9.0,2.52,8.28125,7.545,0.266722142548353,0,0
RA-119,2023,FASE 7,,10.0,,,2.52,,,0.26503776282488056,0,0
RA-899,2023,ALFA,8.8452,10.0,9.5,9.8,3.77,7.5,9.34,0.26490973173513976,0,0
RA-398,2023,FASE 3,7.153766667,10.0,6.5,8.1,2.52,7.5,7.7925,0.2647511423291295,0,0
RA-278,2023,FASE 4,7.1935,10.0,5.6,9.8,5.63,8.75,8.3775,0.2644277130363831,0,0
RA-1057,2023,FASE 1,8.4827,10.0,6.3,10.0,7.52,8.125,8.34,0.2638821248845082,1,0
RA-987,2023,ALFA,7.6765,10.0,7.3,9.8,6.27,6.875,9.76,0.263549272926919,0,0
RA-1061,2023,FASE 1,8.196533333,5.0,9.3,9.7,3.14,8.75,8.836666667,0.26334183329176525,0,0
RA-867,2023,ALFA,8.6992,10.0,8.9,8.6,8.76,7.5,8.415,0.2628281318336689,1,0
RA-859,2023,ALFA,8.6042,10.0,7.3,9.2,7.52,7.5,,0.26044511036066864,0,0
RA-98,2023,FASE 7,,10.0,,,2.52,,,0.2588381019491963,0,0
RA-930,2023,ALFA,8.8872,10.0,9.0,8.8,7.52,8.75,9.0,0.25865465607927185,1,0
RA-172,2023,FASE 7,,10.0,,,3.77,,,0.2576323003697012,0,0
RA-892,2023,ALFA,8.8112,10.0,8.3,9.6,6.89,7.5,,0.2575750479048525,0,0
RA-1107,2023,FASE 2,7.9327,5.0,7.5,9.4,5.0,8.958333333,8.783333333,0.25704184748157016,0,0
RA-810,2023,FASE 1,7.782866667,10.0,6.9,8.5,7.52,5.833333333,7.836666667,0.25677357641801274,1,0
RA-1103,2023,FASE 2,7.574866667,10.0,5.0,8.7,5.0,8.333333333,8.006666667,0.2564810539147227,0,0
RA-204,2023,FASE 4,7.557558333,10.0,7.1,7.9,2.52,8.28125,8.045,0.2561756352419508,0,0
RA-895,2023,ALFA,8.5397,10.0,6.8,9.5,7.52,6.875,9.5,0.2561446619965417,1,0
RA-979,2023,ALFA,8.1617,10.0,6.0,9.6,6.27,5.625,9.51,0.2550507364681322,1,0
RA-502,2023,FASE 1,8.749075,10.0,8.0,9.8,7.52,7.96875,8.95,0.2543356338598438,0,0
RA-508,2023,FASE 2,7.671633333,10.0,7.5,8.6,2.52,8.333333333,8.6725,0.253482490763584,0,0
RA-247,2023,FASE 3,7.221958333,10.0,7.2,8.5,7.52,8.28125,7.5425,0.2531169683443279,0,0
RA-829,2023,FASE 1,8.532075,10.0,8.4,9.4,3.14,9.21875,9.23,0.2524017140812673,0,0
RA-1056,2023,FASE 1,8.551741667,10.0,8.1,9.6,7.52,7.96875,8.113333333,0.2514788034404922,1,0
RA-972,2023,ALFA,7.5427,10.0,6.0,9.1,3.77,6.875,7.84,0.2511089214984311,1,0
RA-1102,2023,FASE 2,8.123033333,10.0,7.5,9.5,5.0,7.708333333,7.56,0.2501120066015293,0,0
RA-352,2023,FASE 3,7.840341667,10.0,7.2,8.1,6.26,7.96875,7.17,0.24941781320624545,0,0
RA-896,2023,ALFA,9.0912,10.0,8.5,10.0,6.89,7.5,,0.24916454124927312,0,0
RA-693,2023,ALFA,9.0112,10.0,8.5,9.4,6.89,7.5,,0.24848249104364456,0,0
RA-1140,2023,FASE 2,7.703533333,10.0,7.3,8.7,7.52,7.708333333,7.62,0.24777492563716932,0,0
RA-657,2023,FASE 2,8.3532,5.0,8.2,10.0,7.52,8.75,8.73,0.2470728651246346,0,0
RA-1006,2023,ALFA,8.5922,10.0,8.7,9.3,7.52,7.5,8.0,0.24638462964505015,1,0
RA-788,2023,FASE 1,7.806091667,10.0,6.9,9.8,2.52,7.65625,8.283333333,0.2452792137810801,0,0
RA-959,2023,ALFA,8.6677,10.0,7.7,9.6,7.52,6.875,8.84,0.2448965212448218,1,0
RA-601,2023,FASE 1,8.955783333,10.0,8.7,10.0,7.52,9.0625,8.336666667,0.24444976955729905,1,0
RA-236,2023,FASE 3,7.337116667,10.0,4.5,7.5,7.52,7.1875,7.2975,0.2440953376364563,0,0
RA-977,2023,ALFA,7.1717,10.0,5.8,7.4,5.02,5.625,8.085,0.24383315398727745,1,0
RA-923,2023,ALFA,8.8842,10.0,7.3,9.9,7.52,7.5,,0.2436037727389146,0,0
RA-86,2023,FASE 7,,10.0,,,6.89,,,0.24310696245622046,0,0
RA-941,2023,ALFA,7.6872,10.0,5.0,10.0,7.52,5.0,8.175,0.24274587108636309,1,0
RA-985,2023,ALFA,7.6247,10.0,6.8,9.3,2.52,5.625,8.5,0.24213452619795872,0,0
RA-1173,2023,FASE 4,7.67285,10.0,6.0,9.7,2.52,7.8125,8.1225,0.23831189974856914,0,0
RA-721,2023,FASE 1,8.683366667,10.0,8.4,9.5,7.52,8.125,8.443333333,0.23801058941438585,0,0
RA-590,2023,FASE 2,7.647666667,10.0,6.5,9.7,3.77,7.291666667,8.34,0.23729775621649385,1,0
RA-958,2023,ALFA,9.2902,10.0,9.3,9.8,7.52,7.5,9.84,0.23527788700650704,0,0
RA-530,2023,FASE 2,7.653033333,10.0,5.7,8.8,5.0,7.708333333,7.46,0.23494791567570888,0,0
RA-937,2023,ALFA,9.3237,10.0,9.2,9.6,7.52,9.375,9.67,0.23383259713245994,1,0
RA-984,2023,ALFA,8.8177,10.0,8.3,9.8,7.52,6.875,9.84,0.23174523195306662,0,0
RA-885,2023,ALFA,8.8252,10.0,8.7,9.8,7.52,7.5,8.665,0.23072783016548817,1,0
RA-718,2023,FASE 1,8.166866667,10.0,7.8,9.1,3.77,7.916666667,8.39,0.23034522883802047,0,0
RA-178,2023,FASE 4,7.406658333,10.0,5.9,8.7,2.52,7.65625,8.42,0.2300117967178442,0,0
RA-143,2023,FASE 5,7.794358333,10.0,6.5,9.6,2.52,8.28125,8.3375,0.22842543114704283,0,0
RA-165,2023,FASE 5,7.583433333,10.0,7.3,9.2,2.52,8.125,7.795,0.2280282798899587,0,0
RA-900,2023,ALFA,8.8947,10.0,7.8,9.8,9.38,8.125,8.67,0.22415130523585927,0,0
RA-377,2023,FASE 3,7.205041667,10.0,4.8,7.6,5.0,7.34375,7.6275,0.2238013687511183,0,0
RA-951,2023,ALFA,8.8902,10.0,8.4,9.7,7.52,7.5,9.09,0.22189138064355826,1,0
RA-975,2023,ALFA,7.7803,10.0,6.5,9.2,7.52,5.625,7.67,0.2218886089495741,1,0
RA-1139,2023,FASE 2,7.6647,10.0,5.3,9.1,5.64,8.125,7.79,0.22178465375677117,0,0
RA-1012,2023,ALFA,7.96495,10.0,6.6,9.9,3.77,7.1875,7.845,0.22127697257655154,1,0
RA-738,2023,FASE 1,8.123283333,10.0,6.0,9.3,7.52,8.4375,8.336666667,0.22009037729764339,1,0
RA-1165,2023,FASE 3,7.880716667,10.0,7.3,9.1,5.0,7.1875,7.2925,0.21943646516680726,0,0
RA-1131,2023,FASE 2,8.316133333,5.0,9.1,9.9,5.02,8.75,9.286666667,0.21791705716832263,0,0
RA-981,2023,ALFA,7.5367,10.0,5.8,9.1,2.52,5.625,9.01,0.21722118753784944,1,0
RA-986,2023,ALFA,8.0107,10.0,8.3,9.1,2.52,5.625,8.83,0.21700358809140388,0,0
RA-48,2023,FASE 6,7.797058333,10.0,7.7,8.4,6.26,7.65625,7.6275,0.2168418401421536,0,0
RA-412,2023,FASE 3,7.373891667,10.0,6.2,8.9,2.52,7.03125,7.585,0.2165039665052709,0,0
RA-442,2023,FASE 3,6.814166667,10.0,5.8,7.6,7.52,7.5,8.1275,0.21452438247595415,0,0
RA-195,2023,FASE 4,7.60205,10.0,6.0,9.2,2.52,8.4375,8.79,0.2137492199633103,0,0
RA-1084,2023,FASE 2,7.9948,10.0,6.8,10.0,2.52,8.75,8.38,0.21268357760439524,0,0
RA-1025,2023,FASE 1,8.215158333,10.0,7.5,8.9,7.52,7.65625,7.836666667,0.2121021705454563,1,0
RA-428,2023,FASE 3,7.821816667,10.0,7.2,9.5,2.52,7.8125,8.0425,0.21187056312989921,0,0
RA-1214,2023,FASE 6,8.378666667,10.0,7.4,9.8,6.89,7.5,7.6725,0.21185060350188586,0,0
RA-339,2023,FASE 3,7.377583333,10.0,7.1,8.9,7.52,7.8125,8.255,0.21096840892671528,0,0
RA-563,2023,FASE 2,7.684133333,10.0,6.2,9.7,2.52,8.75,8.726666667,0.2098097585488727,0,0
RA-1023,2023,FASE 1,9.1342,10.0,9.1,10.0,6.27,8.75,9.06,0.2096336707298112,0,0
RA-181,2023,FASE 4,7.671208333,10.0,6.8,8.3,2.52,7.96875,8.2525,0.20946185090675223,0,0
RA-111,2023,FASE 5,7.566458333,10.0,6.0,8.7,5.0,7.65625,8.0875,0.20898272642580676,0,0
RA-38,2023,FASE 7,8.835333333,10.0,7.7,9.7,7.52,8.75,8.8825,0.2087876190066802,0,0
RA-58,2023,FASE 6,7.70625,10.0,8.1,9.7,6.26,8.4375,8.3825,0.20848536998733386,0,0
RA-1130,2023,FASE 2,8.0037,10.0,7.3,8.4,7.52,7.708333333,7.503333333,0.20815546140499117,0,0
RA-1156,2023,FASE 3,7.340775,10.0,5.3,9.2,2.52,7.96875,7.7925,0.20737644885064085,0,0
RA-922,2023,ALFA,8.5262,10.0,8.4,9.7,3.14,7.5,,0.20584403087632316,0,0
RA-493,2023,FASE 2,7.934366667,10.0,6.0,9.6,2.52,8.541666667,8.84,0.2052977670354892,0,0
RA-106,2023,FASE 5,7.769658333,10.0,7.3,9.1,5.0,7.03125,7.5075,0.20523790663936525,0,0
RA-471,2023,FASE 3,6.855541667,10.0,5.0,9.0,6.27,7.96875,8.125,0.20479512688796223,0,0
RA-87,2023,FASE 6,8.6625,10.0,9.3,10.0,5.63,8.125,8.385,0.20352787172520484,0,0
RA-196,2023,FASE 4,7.560991667,10.0,6.2,9.0,2.52,8.28125,8.2125,0.20034599542489415,0,0
RA-424,2023,FASE 3,7.72685,10.0,6.4,9.9,2.52,7.8125,7.7925,0.19955377215529332,0,0
RA-420,2023,FASE 3,7.356358333,10.0,5.3,9.3,2.52,7.65625,7.96,0.198235383035634,0,0
RA-1096,2023,FASE 2,8.615533333,10.0,9.6,9.9,2.52,8.958333333,8.0875,0.19717082090922475,0,0
RA-321,2023,FASE 4,7.695233333,10.0,6.2,9.4,2.52,8.125,8.42,0.19517756987094576,0,0
RA-543,2023,FASE 2,7.971833333,10.0,6.5,9.8,2.52,8.75,9.006666667,0.19489765633367545,0,0
RA-193,2023,FASE 4,7.718566667,10.0,6.5,9.4,2.52,8.125,8.17,0.19446611728347052,0,0
RA-346,2023,FASE 3,7.305541667,10.0,6.2,9.4,8.14,7.96875,7.84,0.19255751461688986,0,0
RA-127,2023,FASE 5,7.91935,10.0,6.4,7.8,6.26,8.4375,8.6725,0.19193486722331135,0,0
RA-186,2023,FASE 4,7.817541667,10.0,6.9,9.7,2.52,7.96875,8.46,0.19130987070911296,0,0
RA-536,2023,FASE 2,7.759533333,10.0,5.9,9.3,2.52,8.333333333,9.17,0.19071498078955856,0,0
RA-1142,2023,FASE 2,9.175033333,10.0,10.0,10.0,7.52,8.541666667,8.343333333,0.18989760947723813,0,0
RA-1000,2023,ALFA,7.9162,10.0,7.0,9.4,3.77,6.25,8.92,0.18952729414343297,0,0
RA-347,2023,FASE 3,7.61835,10.0,7.3,9.5,2.52,7.8125,7.7925,0.18932846680456372,0,0
RA-1133,2023,FASE 2,8.600033333,10.0,6.5,10.0,6.27,8.541666667,9.343333333,0.18845625910677752,0,0
RA-367,2023,FASE 3,7.38685,10.0,5.9,8.7,2.52,7.8125,7.7925,0.18816214324947103,0,0
RA-211,2023,FASE 4,8.024791667,10.0,7.1,9.4,2.52,7.65625,8.71,0.18808494131043507,0,0
RA-189,2023,FASE 4,7.727325,10.0,6.5,9.4,2.52,8.28125,8.3775,0.1860535605073316,0,0
RA-419,2023,FASE 3,7.7261,10.0,7.6,9.5,2.52,8.125,7.875,0.1854634219845353,0,0
RA-383,2023,FASE 3,7.5408,10.0,6.5,8.8,3.14,7.5,7.5,0.1850239546785333,0,0
RA-584,2023,FASE 2,7.697533333,10.0,5.8,9.0,2.52,8.333333333,8.56,0.18381084452172242,0,0
RA-974,2023,ALFA,8.4752,10.0,8.8,9.1,3.77,7.5,9.34,0.18312037130474304,1,0
RA-632,2023,FASE 2,7.8768,10.0,7.4,9.1,5.64,8.333333333,8.563333333,0.1830198343406824,0,0
RA-1162,2023,FASE 3,7.44215,10.0,6.0,8.5,3.77,7.8125,7.7525,0.1826613777269561,0,0
RA-888,2023,ALFA,8.9182,10.0,8.8,10.0,7.52,7.5,8.83,0.18198585173185283,1,0
RA-1093,2023,FASE 2,8.197533333,10.0,9.2,9.3,2.52,8.958333333,8.2975,0.1813559153018721,0,0
RA-599,2023,FASE 2,8.532866667,10.0,8.5,9.5,2.52,8.333333333,9.286666667,0.18107622770043505,0,0
RA-531,2023,FASE 2,8.3252,10.0,7.7,10.0,2.52,8.75,8.59,0.17971557211210903,0,0
RA-837,2023,FASE 1,8.2712,10.0,7.0,9.3,7.52,7.916666667,7.836666667,0.17840676145989112,0,0
RA-316,2023,FASE 4,8.436908333,10.0,5.7,9.5,7.52,8.59375,8.96,0.17580703190289435,0,0
RA-1127,2023,FASE 2,8.3167,10.0,6.9,9.9,5.02,8.125,9.01,0.17576284952637883,0,0
RA-227,2023,FASE 3,7.722125,10.0,6.9,7.5,5.63,8.28125,7.4625,0.17520233559850204,0,0
RA-1089,2023,FASE 2,7.9947,10.0,7.0,9.5,2.52,8.75,8.3375,0.17461629419468433,0,0
RA-658,2023,FASE 2,8.438533333,10.0,6.1,9.5,7.52,7.916666667,9.173333333,0.17417036807647399,0,0
RA-260,2023,FASE 3,8.080008333,10.0,6.1,9.9,7.52,7.34375,7.4175,0.17358493364182878,0,0
RA-884,2023,ALFA,8.4587,10.0,8.8,9.7,4.39,6.875,8.66,0.17330366225906568,1,0
RA-269,2023,FASE 4,8.116041667,10.0,7.4,9.0,2.52,8.59375,8.7975,0.17152815825869025,0,0
RA-365,2023,FASE 2,8.6587,10.0,8.7,9.9,2.52,8.958333333,8.953333333,0.17096917895833347,0,0
RA-592,2023,FASE 2,7.935466667,10.0,7.6,9.2,3.77,7.916666667,8.95,0.17091816569191307,0,0
RA-197,2023,FASE 4,7.967608333,10.0,7.2,9.8,2.52,7.96875,8.46,0.17076044508212762,0,0
RA-978,2023,ALFA,8.3877,10.0,8.6,9.8,3.77,5.625,9.34,0.17024143442718306,1,0
RA-943,2023,ALFA,8.9172,10.0,8.0,9.4,7.52,7.5,9.925,0.16964362933415764,0,0
RA-187,2023,FASE 3,7.809875,10.0,6.9,9.9,2.52,7.96875,8.255,0.16946297124204673,0,0
RA-1177,2023,FASE 4,8.345491667,10.0,7.2,9.9,2.52,8.90625,8.88,0.16850048309722743,0,0
RA-320,2023,FASE 4,8.393508333,10.0,5.5,9.9,7.52,8.59375,8.96,0.16769797591957153,0,0
RA-499,2023,FASE 2,7.8883,10.0,6.6,10.0,2.52,8.75,8.2975,0.16724221347379528,0,0
RA-868,2023,ALFA,8.63895,10.0,7.1,9.5,8.76,7.1875,8.67,0.16666247142987922,1,0
RA-1121,2023,FASE 2,8.049,10.0,8.0,9.9,6.26,8.75,9.84,0.16611144262544594,0,0
RA-889,2023,ALFA,8.8092,10.0,9.1,9.5,6.89,7.5,9.0,0.1659758835210246,1,0
RA-319,2023,FASE 4,8.367208333,10.0,7.2,9.2,5.0,8.59375,8.88,0.16569525266909654,0,0
RA-157,2023,FASE 5,7.879008333,10.0,6.8,9.9,2.52,8.59375,8.63,0.16534225922521548,0,0
RA-1014,2023,ALFA,8.2582,10.0,8.2,9.7,3.77,7.5,8.255,0.16416477498530135,1,0
RA-908,2023,ALFA,8.479366667,10.0,7.9,9.0,7.52,8.125,8.223333333,0.16368839032745278,1,0
RA-1094,2023,FASE 2,8.1779,10.0,8.5,9.5,2.52,8.75,8.3375,0.16173154971717657,0,0
RA-1154,2023,FASE 3,7.701125,10.0,5.1,9.3,5.63,7.65625,7.67,0.16157775741204972,1,0
RA-39,2023,FASE 7,8.710333333,10.0,7.8,9.1,7.52,8.75,8.7575,0.16046671326115383,0,0
RA-56,2023,FASE 6,8.284333333,10.0,7.8,9.5,5.0,8.125,7.8,0.16013279874391756,0,0
RA-280,2023,FASE 4,8.189225,10.0,6.5,9.5,7.52,8.28125,8.7125,0.1594803047464259,0,0
RA-876,2023,ALFA,8.6492,10.0,7.5,9.4,7.52,7.5,8.835,0.15686015193426714,0,0
RA-1137,2023,FASE 2,8.743366667,10.0,6.5,9.8,6.27,9.375,9.843333333,0.1568533583735247,0,0
RA-903,2023,ALFA,8.5242,10.0,7.8,9.6,5.02,7.5,9.01,0.15635936317613536,0,0
RA-578,2023,FASE 2,9.013866667,10.0,9.7,10.0,2.52,9.791666667,9.7625,0.15459195010805427,0,0
RA-1201,2023,FASE 5,8.378008333,10.0,7.8,9.6,3.77,8.59375,8.7575,0.1539593107010996,1,0
RA-1072,2023,FASE 2,8.0152,10.0,6.7,8.6,5.0,8.125,8.7125,0.15352416778553987,0,0
RA-52,2023,FASE 5,7.9642,10.0,6.4,9.8,2.52,8.125,8.2975,0.15279138810519416,0,0
RA-503,2023,FASE 2,8.4682,10.0,8.7,10.0,2.52,8.75,8.255,0.15203579750588475,0,0
RA-670,2023,FASE 2,8.6067,10.0,7.0,8.7,7.52,8.958333333,9.343333333,0.150382273069446,0,0
RA-411,2023,FASE 3,7.779983333,10.0,6.6,9.0,7.52,7.8125,7.5425,0.15021155342263134,0,0
RA-359,2023,FASE 3,7.627125,10.0,5.8,9.2,2.52,7.65625,8.255,0.1487511622812043,0,0
RA-904,2023,ALFA,8.140783333,10.0,6.4,9.3,7.52,7.8125,7.836666667,0.14767054255934864,1,0
RA-886,2023,ALFA,8.6422,10.0,8.1,9.4,7.52,7.5,9.0,0.1463780049064797,1,0
RA-395,2023,FASE 3,7.469175,10.0,6.0,8.6,2.52,7.96875,7.9175,0.14609402119583634,0,0
RA-586,2023,FASE 2,8.4242,10.0,8.4,10.0,2.52,8.333333333,9.343333333,0.14514939806698982,0,0
RA-27,2023,FASE 7,7.921266667,10.0,6.9,7.7,6.89,8.625,8.8825,0.14501007303581243,0,0
RA-242,2023,FASE 4,8.221841667,10.0,7.9,9.7,2.52,8.59375,9.3775,0.14461405595281018,0,0
RA-364,2023,FASE 3,7.734891667,10.0,5.8,9.0,6.89,7.03125,7.505,0.14298185154063656,0,0
RA-513,2023,FASE 2,8.297866667,10.0,7.5,9.7,2.52,8.541666667,9.0075,0.1415877106711997,0,0
RA-1176,2023,FASE 4,8.881483333,10.0,8.2,9.3,7.52,9.6875,9.17,0.14132920974727015,0,0
RA-610,2023,FASE 2,8.2857,10.0,7.0,10.0,2.52,8.541666667,8.896666667,0.14117634375327248,0,0
RA-270,2023,FASE 4,7.982633333,10.0,6.6,9.0,2.52,8.75,9.1275,0.14113649785973162,0,0
RA-166,2023,FASE 5,8.105583333,10.0,8.1,8.9,6.26,8.4375,7.4625,0.14062421875619507,0,0
RA-90,2023,FASE 5,8.699408333,10.0,7.7,9.6,7.52,8.59375,8.1725,0.14051118738099697,0,0
RA-291,2023,FASE 4,8.493058333,10.0,7.1,8.6,7.52,8.90625,9.21,0.13973787523682862,0,0
RA-487,2023,FASE 2,8.988866667,10.0,9.5,9.9,5.0,9.166666667,9.26,0.13972569920614233,0,0
RA-516,2023,FASE 2,8.6807,10.0,9.3,9.8,2.52,8.75,8.7175,0.1393661560285444,0,0
RA-1117,2023,FASE 2,8.382366667,10.0,7.3,9.6,7.52,7.708333333,7.946666667,0.13906517626442114,0,0
RA-535,2023,FASE 2,8.0027,10.0,5.6,9.4,5.0,8.125,8.95,0.137390837147244,0,0
RA-479,2023,FASE 2,8.988866667,10.0,9.7,10.0,2.52,9.791666667,9.6375,0.13668180084698672,0,0
RA-279,2023,FASE 4,9.006266667,10.0,8.9,10.0,6.27,8.75,9.2125,0.1350449077151559,0,0
RA-557,2023,FASE 2,8.7717,10.0,8.9,8.2,5.0,9.375,9.62,0.13494717416695942,0,0
RA-229,2023,FASE 4,8.207591667,10.0,7.8,9.8,2.52,8.28125,8.42,0.13484677617803154,0,0
RA-666,2023,FASE 2,8.720366667,10.0,7.1,9.1,7.52,8.541666667,9.62,0.1346910473422656,0,0
RA-500,2023,FASE 2,8.427533333,10.0,7.9,10.0,2.52,8.958333333,8.7975,0.13422084255193686,0,0
RA-110,2023,FASE 5,8.0879,10.0,7.5,8.6,5.0,8.75,8.2975,0.13409262714962344,0,0
RA-326,2023,FASE 3,8.65075,10.0,8.2,9.4,3.14,9.0625,9.76,0.13105864001866238,0,0
RA-176,2023,FASE 4,8.316833333,10.0,8.0,9.5,2.52,8.125,9.0025,0.13084332037717675,0,0
RA-246,2023,FASE 4,8.256766667,10.0,6.8,9.9,4.39,8.125,8.9175,0.12930428718171272,0,0
RA-604,2023,FASE 2,8.548033333,10.0,7.5,9.3,7.52,8.125,8.616666667,0.1282632941729769,0,0
