RA,Ano_Referencia,Fase,INDE,IAN,IDA,IEG,IPS,IPP,IPV,Probabilidade_Risco,Risco_Real_2024,Classificacao_Modelo
RA-1244,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1262,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1231,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1271,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-556,2023,FASE 2,7.7482,5.0,7.2,9.6,2.52,9.166666667,9.396666667,0.2806732060635158,0,0
RA-1227,2023,FASE 7,,10.0,,,2.52,,,0.2790569875579669,0,0
RA-612,2023,FASE 1,8.410783333,5.0,9.7,9.7,3.77,9.0625,9.286666667,0.278267783143914,0,0
RA-737,2023,FASE 1,8.048033333,10.0,7.5,7.8,7.52,7.291666667,7.783333333,0.2772984983596219,0,0
RA-1250,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1245,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1260,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1234,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1274,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1272,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1255,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1252,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1249,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1259,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1266,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-23,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1264,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1263,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1261,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1237,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1239,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-1241,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-6,2023,FASE 8,,10.0,,,,,,0.2760392197900712,0,0
RA-907,2023,ALFA,8.962033333,10.0,9.3,9.6,7.52,8.125,8.336666667,0.2744141970208914,1,0
RA-1003,2023,ALFA,7.6522,10.0,4.0,8.5,7.52,7.5,8.75,0.27317369807732944,1,0
RA-764,2023,FASE 1,7.682125,10.0,7.8,9.2,7.52,8.28125,8.56,0.27303066052356023,0,0
RA-573,2023,FASE 2,7.774366667,5.0,6.6,9.8,5.0,8.541666667,8.45,0.2725796935388887,0,0
RA-1134,2023,FASE 2,7.769866667,10.0,6.8,9.7,3.76,7.916666667,7.56,0.2709841671726967,0,0
RA-62,2023,FASE 7,7.610333333,10.0,7.5,9.8,6.89,8.25,8.215,0.27073279059720257,0,0
RA-602,2023,FASE 2,8.5592,5.0,8.1,9.6,7.52,8.75,9.51,0.27003067321034424,0,0
RA-583,2023,FASE 2,7.838866667,5.0,6.3,9.4,7.52,8.333333333,8.616666667,0.269963252463624,0,0
RA-1008,2023,ALFA,8.13595,10.0,8.4,8.6,7.52,5.9375,7.5,0.26786670029964565,1,0
RA-789,2023,ALFA,7.974,10.0,7.9,9.5,7.52,7.5,,0.2675302911477382,0,0
RA-639,2023,FASE 2,7.5853,10.0,6.3,8.1,6.27,8.125,7.62,0.2674421612712481,0,0
RA-1228,2023,FASE 7,,10.0,,,2.52,,,0.2673885712414048,0,0
RA-950,2023,ALFA,8.8862,10.0,9.3,10.0,7.52,7.5,8.17,0.2671882572845112,1,0
RA-13,2023,FASE 8,,10.0,,,,,,0.2667033140291655,0,0
RA-132,2023,FASE 5,7.350625,10.0,6.5,8.7,2.52,7.65625,7.715,0.26638684195572415,0,0
RA-559,2023,FASE 2,7.947366667,5.0,7.4,9.4,5.0,8.958333333,8.506666667,0.266063630469691,0,0
RA-1027,2023,FASE 1,7.748866667,5.0,6.0,9.7,7.52,7.5,8.333333333,0.26598041276273604,0,0
RA-1230,2023,FASE 7,,10.0,,,2.52,,,0.265818155371174,0,0
RA-777,2023,FASE 1,7.468125,10.0,6.3,9.3,7.52,8.28125,8.84,0.2657312142021944,0,0
RA-12,2023,FASE 8,,10.0,,,,,,0.26542404689107485,0,0
RA-1153,2023,FASE 3,7.968658333,5.0,7.2,10.0,7.52,7.65625,8.63,0.26463858305437254,1,0
RA-1207,2023,FASE 5,7.58235,10.0,5.5,9.0,5.0,7.8125,7.63,0.2627904974918446,1,0
RA-35,2023,FASE 8,,10.0,,,,,,0.26241077878663016,0,0
RA-36,2023,FASE 8,,10.0,,,,,,0.26241077878663016,0,0
RA-31,2023,FASE 8,,10.0,,,,,,0.26241077878663016,0,0
RA-855,2023,FASE 1,8.62995,10.0,6.8,10.0,7.52,8.4375,8.67,0.2620421586620164,0,0
RA-2,2023,FASE 8,,10.0,,,,,,0.2616505001763516,0,0
RA-153,2023,FASE 5,7.289966667,10.0,6.4,7.4,2.52,8.125,7.71,0.2588759377017893,0,0
RA-987,2023,ALFA,7.6765,10.0,7.3,9.8,6.27,6.875,9.76,0.2584606022072903,0,0
RA-1122,2023,FASE 2,7.3715,10.0,6.9,9.3,6.89,7.291666667,8.616666667,0.258288260639716,0,0
RA-733,2023,FASE 1,8.3342,10.0,6.2,8.7,7.52,8.333333333,8.893333333,0.258160057511533,1,0
RA-605,2023,FASE 2,7.709366667,5.0,6.8,9.5,7.52,7.291666667,7.84,0.25795493555693255,0,0
RA-158,2023,FASE 5,7.297425,10.0,6.0,9.0,2.52,8.28125,7.545,0.25783464581170484,0,0
RA-278,2023,FASE 4,7.1935,10.0,5.6,9.8,5.63,8.75,8.3775,0.25735107310989663,0,0
RA-1103,2023,FASE 2,7.574866667,10.0,5.0,8.7,5.0,8.333333333,8.006666667,0.25662295463322343,0,0
RA-1226,2023,FASE 7,,10.0,,,7.52,,,0.25645554455652386,0,0
RA-1,2023,FASE 8,,10.0,,,,,,0.2562507185853935,0,0
RA-657,2023,FASE 2,8.3532,5.0,8.2,10.0,7.52,8.75,8.73,0.25527542582614937,0,0
RA-7,2023,FASE 8,,10.0,,,,,,0.2522979047325796,0,0
RA-236,2023,FASE 3,7.337116667,10.0,4.5,7.5,7.52,7.1875,7.2975,0.2515780547575944,0,0
RA-941,2023,ALFA,7.6872,10.0,5.0,10.0,7.52,5.0,8.175,0.2510555882352943,1,0
RA-1061,2023,FASE 1,8.196533333,5.0,9.3,9.7,3.14,8.75,8.836666667,0.25068262453821777,0,0
RA-1229,2023,FASE 7,,10.0,,,7.52,,,0.2506073183439755,0,0
RA-928,2023,ALFA,9.3712,10.0,9.8,10.0,7.52,8.75,9.67,0.2499044660757199,0,0
RA-934,2023,ALFA,9.1737,10.0,8.7,9.6,7.52,9.375,9.67,0.2491885175533002,1,0
RA-508,2023,FASE 2,7.671633333,10.0,7.5,8.6,2.52,8.333333333,8.6725,0.24640292736505773,0,0
RA-1140,2023,FASE 2,7.703533333,10.0,7.3,8.7,7.52,7.708333333,7.62,0.24608044323083444,0,0
RA-590,2023,FASE 2,7.647666667,10.0,6.5,9.7,3.77,7.291666667,8.34,0.24529563354430256,1,0
RA-1107,2023,FASE 2,7.9327,5.0,7.5,9.4,5.0,8.958333333,8.783333333,0.24467987085555226,0,0
RA-414,2023,FASE 3,7.25025,10.0,6.5,9.5,7.52,7.8125,7.585,0.24464402147560046,0,0
RA-93,2023,FASE 7,,10.0,,,3.14,,,0.24410544693462333,0,0
RA-119,2023,FASE 7,,10.0,,,2.52,,,0.24378239031923257,0,0
RA-76,2023,FASE 7,,10.0,,,2.52,,,0.24351917708767565,0,0
RA-952,2023,ALFA,8.37095,10.0,9.0,9.2,3.77,7.1875,8.425,0.24157660529888794,0,0
RA-930,2023,ALFA,8.8872,10.0,9.0,8.8,7.52,8.75,9.0,0.24134369980213977,1,0
RA-810,2023,FASE 1,7.782866667,10.0,6.9,8.5,7.52,5.833333333,7.836666667,0.24121791383139152,1,0
RA-867,2023,ALFA,8.6992,10.0,8.9,8.6,8.76,7.5,8.415,0.2410498021964774,1,0
RA-1057,2023,FASE 1,8.4827,10.0,6.3,10.0,7.52,8.125,8.34,0.23892485395691757,1,0
RA-859,2023,ALFA,8.6042,10.0,7.3,9.2,7.52,7.5,,0.23728159333499893,0,0
RA-892,2023,ALFA,8.8112,10.0,8.3,9.6,6.89,7.5,,0.23719158407741942,0,0
RA-929,2023,ALFA,9.1312,10.0,8.8,9.8,7.52,8.75,9.67,0.2370310759610761,1,0
RA-172,2023,FASE 7,,10.0,,,3.77,,,0.23608920572604797,0,0
RA-398,2023,FASE 3,7.153766667,10.0,6.5,8.1,2.52,7.5,7.7925,0.23509816706358913,0,0
RA-98,2023,FASE 7,,10.0,,,2.52,,,0.23406050853968494,0,0
RA-899,2023,ALFA,8.8452,10.0,9.5,9.8,3.77,7.5,9.34,0.2338937993350533,0,0
RA-977,2023,ALFA,7.1717,10.0,5.8,7.4,5.02,5.625,8.085,0.23303711309859648,1,0
RA-1056,2023,FASE 1,8.551741667,10.0,8.1,9.6,7.52,7.96875,8.113333333,0.23233707598333406,1,0
RA-985,2023,ALFA,7.6247,10.0,6.8,9.3,2.52,5.625,8.5,0.23173498597052858,0,0
RA-530,2023,FASE 2,7.653033333,10.0,5.7,8.8,5.0,7.708333333,7.46,0.2311441728750554,0,0
RA-1151,2023,FASE 3,7.829958333,10.0,8.3,9.5,2.52,7.65625,7.545,0.23067281955517271,0,0
RA-959,2023,ALFA,8.6677,10.0,7.7,9.6,7.52,6.875,8.84,0.22960312116426684,1,0
RA-895,2023,ALFA,8.5397,10.0,6.8,9.5,7.52,6.875,9.5,0.22899620986091576,1,0
RA-788,2023,FASE 1,7.806091667,10.0,6.9,9.8,2.52,7.65625,8.283333333,0.22835079304841407,0,0
RA-972,2023,ALFA,7.5427,10.0,6.0,9.1,3.77,6.875,7.84,0.22811792765104422,1,0
RA-1131,2023,FASE 2,8.316133333,5.0,9.1,9.9,5.02,8.75,9.286666667,0.22801147650938672,0,0
RA-204,2023,FASE 4,7.557558333,10.0,7.1,7.9,2.52,8.28125,8.045,0.22797723307308457,0,0
RA-165,2023,FASE 5,7.583433333,10.0,7.3,9.2,2.52,8.125,7.795,0.22695557519822238,0,0
RA-250,2023,FASE 3,7.598208333,10.0,8.3,9.3,5.63,7.96875,8.625,0.22648158412393718,0,0
RA-1173,2023,FASE 4,7.67285,10.0,6.0,9.7,2.52,7.8125,8.1225,0.22559808644514537,0,0
RA-601,2023,FASE 1,8.955783333,10.0,8.7,10.0,7.52,9.0625,8.336666667,0.22301320058337162,1,0
RA-979,2023,ALFA,8.1617,10.0,6.0,9.6,6.27,5.625,9.51,0.22256384239178365,1,0
RA-502,2023,FASE 1,8.749075,10.0,8.0,9.8,7.52,7.96875,8.95,0.2214627538079249,0,0
RA-829,2023,FASE 1,8.532075,10.0,8.4,9.4,3.14,9.21875,9.23,0.22130649364296917,0,0
RA-1006,2023,ALFA,8.5922,10.0,8.7,9.3,7.52,7.5,8.0,0.22021012757726324,1,0
RA-352,2023,FASE 3,7.840341667,10.0,7.2,8.1,6.26,7.96875,7.17,0.21892430532430535,0,0
RA-896,2023,ALFA,9.0912,10.0,8.5,10.0,6.89,7.5,,0.21858733700088961,0,0
RA-923,2023,ALFA,8.8842,10.0,7.3,9.9,7.52,7.5,,0.2178316561140092,0,0
RA-86,2023,FASE 7,,10.0,,,6.89,,,0.21454915877833508,0,0
RA-143,2023,FASE 5,7.794358333,10.0,6.5,9.6,2.52,8.28125,8.3375,0.21426149476884784,0,0
RA-442,2023,FASE 3,6.814166667,10.0,5.8,7.6,7.52,7.5,8.1275,0.21414064744623562,0,0
RA-247,2023,FASE 3,7.221958333,10.0,7.2,8.5,7.52,8.28125,7.5425,0.213887774019353,0,0
RA-958,2023,ALFA,9.2902,10.0,9.3,9.8,7.52,7.5,9.84,0.21298878294621335,0,0
RA-1102,2023,FASE 2,8.123033333,10.0,7.5,9.5,5.0,7.708333333,7.56,0.21266999011451818,0,0
RA-693,2023,ALFA,9.0112,10.0,8.5,9.4,6.89,7.5,,0.2115370123754715,0,0
RA-718,2023,FASE 1,8.166866667,10.0,7.8,9.1,3.77,7.916666667,8.39,0.21127747682645226,0,0
RA-111,2023,FASE 5,7.566458333,10.0,6.0,8.7,5.0,7.65625,8.0875,0.2107513178502,0,0
RA-900,2023,ALFA,8.8947,10.0,7.8,9.8,9.38,8.125,8.67,0.20973626669741235,0,0
RA-196,2023,FASE 4,7.560991667,10.0,6.2,9.0,2.52,8.28125,8.2125,0.20812523278402204,0,0
RA-178,2023,FASE 4,7.406658333,10.0,5.9,8.7,2.52,7.65625,8.42,0.20676082114646802,0,0
RA-986,2023,ALFA,8.0107,10.0,8.3,9.1,2.52,5.625,8.83,0.20645997155728635,0,0
RA-181,2023,FASE 4,7.671208333,10.0,6.8,8.3,2.52,7.96875,8.2525,0.20618711168031614,0,0
RA-377,2023,FASE 3,7.205041667,10.0,4.8,7.6,5.0,7.34375,7.6275,0.20615633304603906,0,0
RA-563,2023,FASE 2,7.684133333,10.0,6.2,9.7,2.52,8.75,8.726666667,0.20416095701683953,0,0
RA-885,2023,ALFA,8.8252,10.0,8.7,9.8,7.52,7.5,8.665,0.20399288637288643,1,0
RA-1084,2023,FASE 2,7.9948,10.0,6.8,10.0,2.52,8.75,8.38,0.20380492827434019,0,0
RA-984,2023,ALFA,8.8177,10.0,8.3,9.8,7.52,6.875,9.84,0.20253564361564375,0,0
RA-721,2023,FASE 1,8.683366667,10.0,8.4,9.5,7.52,8.125,8.443333333,0.20225502265019377,0,0
RA-1165,2023,FASE 3,7.880716667,10.0,7.3,9.1,5.0,7.1875,7.2925,0.20174056743909694,0,0
RA-981,2023,ALFA,7.5367,10.0,5.8,9.1,2.52,5.625,9.01,0.20170362736527325,1,0
RA-1139,2023,FASE 2,7.6647,10.0,5.3,9.1,5.64,8.125,7.79,0.2009759612065497,0,0
RA-738,2023,FASE 1,8.123283333,10.0,6.0,9.3,7.52,8.4375,8.336666667,0.20048320699784036,1,0
RA-471,2023,FASE 3,6.855541667,10.0,5.0,9.0,6.27,7.96875,8.125,0.19953614639173478,0,0
RA-195,2023,FASE 4,7.60205,10.0,6.0,9.2,2.52,8.4375,8.79,0.19951215193761632,0,0
RA-937,2023,ALFA,9.3237,10.0,9.2,9.6,7.52,9.375,9.67,0.1994198176257768,1,0
RA-106,2023,FASE 5,7.769658333,10.0,7.3,9.1,5.0,7.03125,7.5075,0.19918509078067909,0,0
RA-1012,2023,ALFA,7.96495,10.0,6.6,9.9,3.77,7.1875,7.845,0.19750102814036366,1,0
RA-584,2023,FASE 2,7.697533333,10.0,5.8,9.0,2.52,8.333333333,8.56,0.19579308347426017,0,0
RA-536,2023,FASE 2,7.759533333,10.0,5.9,9.3,2.52,8.333333333,9.17,0.1941500183331972,0,0
RA-1025,2023,FASE 1,8.215158333,10.0,7.5,8.9,7.52,7.65625,7.836666667,0.1933291517819317,1,0
RA-48,2023,FASE 6,7.797058333,10.0,7.7,8.4,6.26,7.65625,7.6275,0.19198204178289338,0,0
RA-412,2023,FASE 3,7.373891667,10.0,6.2,8.9,2.52,7.03125,7.585,0.19064799661123194,0,0
RA-424,2023,FASE 3,7.72685,10.0,6.4,9.9,2.52,7.8125,7.7925,0.18890848125730494,0,0
RA-951,2023,ALFA,8.8902,10.0,8.4,9.7,7.52,7.5,9.09,0.18878941116941125,1,0
RA-1214,2023,FASE 6,8.378666667,10.0,7.4,9.8,6.89,7.5,7.6725,0.1880405180037534,0,0
RA-187,2023,FASE 3,7.809875,10.0,6.9,9.9,2.52,7.96875,8.255,0.1880149814782169,0,0
RA-922,2023,ALFA,8.5262,10.0,8.4,9.7,3.14,7.5,,0.18725509720127376,0,0
RA-1130,2023,FASE 2,8.0037,10.0,7.3,8.4,7.52,7.708333333,7.503333333,0.18707163537581165,0,0
RA-1156,2023,FASE 3,7.340775,10.0,5.3,9.2,2.52,7.96875,7.7925,0.18569646490243694,0,0
RA-975,2023,ALFA,7.7803,10.0,6.5,9.2,7.52,5.625,7.67,0.18493890581096467,1,0
RA-186,2023,FASE 4,7.817541667,10.0,6.9,9.7,2.52,7.96875,8.46,0.18427352366702224,0,0
RA-1023,2023,FASE 1,9.1342,10.0,9.1,10.0,6.27,8.75,9.06,0.18423026568791767,0,0
RA-346,2023,FASE 3,7.305541667,10.0,6.2,9.4,8.14,7.96875,7.84,0.18352961596825385,0,0
RA-543,2023,FASE 2,7.971833333,10.0,6.5,9.8,2.52,8.75,9.006666667,0.18269381283319372,0,0
RA-1096,2023,FASE 2,8.615533333,10.0,9.6,9.9,2.52,8.958333333,8.0875,0.18236496906516256,0,0
RA-38,2023,FASE 7,8.835333333,10.0,7.7,9.7,7.52,8.75,8.8825,0.18194646095734346,0,0
RA-632,2023,FASE 2,7.8768,10.0,7.4,9.1,5.64,8.333333333,8.563333333,0.18183205715852782,0,0
RA-1133,2023,FASE 2,8.600033333,10.0,6.5,10.0,6.27,8.541666667,9.343333333,0.18004033618350962,0,0
RA-189,2023,FASE 4,7.727325,10.0,6.5,9.4,2.52,8.28125,8.3775,0.17996840060810654,0,0
RA-420,2023,FASE 3,7.356358333,10.0,5.3,9.3,2.52,7.65625,7.96,0.17942698308795504,0,0
RA-58,2023,FASE 6,7.70625,10.0,8.1,9.7,6.26,8.4375,8.3825,0.178400912703854,0,0
RA-321,2023,FASE 4,7.695233333,10.0,6.2,9.4,2.52,8.125,8.42,0.17829374253197794,0,0
RA-428,2023,FASE 3,7.821816667,10.0,7.2,9.5,2.52,7.8125,8.0425,0.17648708861944165,0,0
RA-320,2023,FASE 4,8.393508333,10.0,5.5,9.9,7.52,8.59375,8.96,0.17606207711678318,0,0
RA-1121,2023,FASE 2,8.049,10.0,8.0,9.9,6.26,8.75,9.84,0.17543551341309122,0,0
RA-127,2023,FASE 5,7.91935,10.0,6.4,7.8,6.26,8.4375,8.6725,0.17496977755474663,0,0
RA-1142,2023,FASE 2,9.175033333,10.0,10.0,10.0,7.52,8.541666667,8.343333333,0.17346953670340676,0,0
RA-339,2023,FASE 3,7.377583333,10.0,7.1,8.9,7.52,7.8125,8.255,0.17300979627813998,0,0
RA-531,2023,FASE 2,8.3252,10.0,7.7,10.0,2.52,8.75,8.59,0.17265547893941866,0,0
RA-888,2023,ALFA,8.9182,10.0,8.8,10.0,7.52,7.5,8.83,0.17221520098637763,1,0
RA-87,2023,FASE 6,8.6625,10.0,9.3,10.0,5.63,8.125,8.385,0.17202525326336085,0,0
RA-383,2023,FASE 3,7.5408,10.0,6.5,8.8,3.14,7.5,7.5,0.16939607424166253,0,0
RA-493,2023,FASE 2,7.934366667,10.0,6.0,9.6,2.52,8.541666667,8.84,0.16906355376290902,0,0
RA-367,2023,FASE 3,7.38685,10.0,5.9,8.7,2.52,7.8125,7.7925,0.16874585371055967,0,0
RA-1093,2023,FASE 2,8.197533333,10.0,9.2,9.3,2.52,8.958333333,8.2975,0.16819663719550734,0,0
RA-347,2023,FASE 3,7.61835,10.0,7.3,9.5,2.52,7.8125,7.7925,0.16802729236993946,0,0
RA-1127,2023,FASE 2,8.3167,10.0,6.9,9.9,5.02,8.125,9.01,0.16755238688441476,0,0
RA-260,2023,FASE 3,8.080008333,10.0,6.1,9.9,7.52,7.34375,7.4175,0.16694026707875811,0,0
RA-316,2023,FASE 4,8.436908333,10.0,5.7,9.5,7.52,8.59375,8.96,0.16549374174080073,0,0
RA-499,2023,FASE 2,7.8883,10.0,6.6,10.0,2.52,8.75,8.2975,0.16492544721188687,0,0
RA-908,2023,ALFA,8.479366667,10.0,7.9,9.0,7.52,8.125,8.223333333,0.16467420196550647,1,0
RA-193,2023,FASE 4,7.718566667,10.0,6.5,9.4,2.52,8.125,8.17,0.16308620154355447,0,0
RA-1000,2023,ALFA,7.9162,10.0,7.0,9.4,3.77,6.25,8.92,0.1630615626179261,0,0
RA-227,2023,FASE 3,7.722125,10.0,6.9,7.5,5.63,8.28125,7.4625,0.1619988721754706,0,0
RA-419,2023,FASE 3,7.7261,10.0,7.6,9.5,2.52,8.125,7.875,0.16124046832367273,0,0
RA-592,2023,FASE 2,7.935466667,10.0,7.6,9.2,3.77,7.916666667,8.95,0.16062367913132616,0,0
RA-974,2023,ALFA,8.4752,10.0,8.8,9.1,3.77,7.5,9.34,0.15995391630487543,1,0
RA-1072,2023,FASE 2,8.0152,10.0,6.7,8.6,5.0,8.125,8.7125,0.15916829885205314,0,0
RA-884,2023,ALFA,8.4587,10.0,8.8,9.7,4.39,6.875,8.66,0.15841421031038685,1,0
RA-1162,2023,FASE 3,7.44215,10.0,6.0,8.5,3.77,7.8125,7.7525,0.15690168256769288,0,0
RA-1094,2023,FASE 2,8.1779,10.0,8.5,9.5,2.52,8.75,8.3375,0.1560273620399783,0,0
RA-599,2023,FASE 2,8.532866667,10.0,8.5,9.5,2.52,8.333333333,9.286666667,0.15512987855727728,0,0
RA-943,2023,ALFA,8.9172,10.0,8.0,9.4,7.52,7.5,9.925,0.15346963597085828,0,0
RA-658,2023,FASE 2,8.438533333,10.0,6.1,9.5,7.52,7.916666667,9.173333333,0.1532720133298926,0,0
RA-1014,2023,ALFA,8.2582,10.0,8.2,9.7,3.77,7.5,8.255,0.15291155962773612,1,0
RA-978,2023,ALFA,8.3877,10.0,8.6,9.8,3.77,5.625,9.34,0.15223681548299203,1,0
RA-359,2023,FASE 3,7.627125,10.0,5.8,9.2,2.52,7.65625,8.255,0.15155292811763404,0,0
RA-837,2023,FASE 1,8.2712,10.0,7.0,9.3,7.52,7.916666667,7.836666667,0.1507862920609254,0,0
RA-365,2023,FASE 2,8.6587,10.0,8.7,9.9,2.52,8.958333333,8.953333333,0.15060690249951866,0,0
RA-889,2023,ALFA,8.8092,10.0,9.1,9.5,6.89,7.5,9.0,0.14901975935071848,1,0
RA-868,2023,ALFA,8.63895,10.0,7.1,9.5,8.76,7.1875,8.67,0.14872822100123897,1,0
RA-1154,2023,FASE 3,7.701125,10.0,5.1,9.3,5.63,7.65625,7.67,0.14869551448551457,1,0
RA-1089,2023,FASE 2,7.9947,10.0,7.0,9.5,2.52,8.75,8.3375,0.14707884166057533,0,0
RA-269,2023,FASE 4,8.116041667,10.0,7.4,9.0,2.52,8.59375,8.7975,0.14655182009190967,0,0
RA-670,2023,FASE 2,8.6067,10.0,7.0,8.7,7.52,8.958333333,9.343333333,0.14585404670931,0,0
RA-291,2023,FASE 4,8.493058333,10.0,7.1,8.6,7.52,8.90625,9.21,0.14560791983047744,0,0
RA-211,2023,FASE 4,8.024791667,10.0,7.1,9.4,2.52,7.65625,8.71,0.14538626127633905,0,0
RA-157,2023,FASE 5,7.879008333,10.0,6.8,9.9,2.52,8.59375,8.63,0.1451808688817202,0,0
RA-39,2023,FASE 7,8.710333333,10.0,7.8,9.1,7.52,8.75,8.7575,0.14341846192944027,0,0
RA-578,2023,FASE 2,9.013866667,10.0,9.7,10.0,2.52,9.791666667,9.7625,0.143271844886392,0,0
RA-1137,2023,FASE 2,8.743366667,10.0,6.5,9.8,6.27,9.375,9.843333333,0.143168978260387,0,0
RA-52,2023,FASE 5,7.9642,10.0,6.4,9.8,2.52,8.125,8.2975,0.1413132157058628,0,0
RA-56,2023,FASE 6,8.284333333,10.0,7.8,9.5,5.0,8.125,7.8,0.14095025760108884,0,0
RA-90,2023,FASE 5,8.699408333,10.0,7.7,9.6,7.52,8.59375,8.1725,0.1409091406113348,0,0
RA-876,2023,ALFA,8.6492,10.0,7.5,9.4,7.52,7.5,8.835,0.14075748771275096,0,0
RA-319,2023,FASE 4,8.367208333,10.0,7.2,9.2,5.0,8.59375,8.88,0.14017029675441448,0,0
RA-1177,2023,FASE 4,8.345491667,10.0,7.2,9.9,2.52,8.90625,8.88,0.13932593536417076,0,0
RA-903,2023,ALFA,8.5242,10.0,7.8,9.6,5.02,7.5,9.01,0.13930663513395716,0,0
RA-411,2023,FASE 3,7.779983333,10.0,6.6,9.0,7.52,7.8125,7.5425,0.13882423298923297,0,0
RA-395,2023,FASE 3,7.469175,10.0,6.0,8.6,2.52,7.96875,7.9175,0.13795502803296927,0,0
RA-197,2023,FASE 4,7.967608333,10.0,7.2,9.8,2.52,7.96875,8.46,0.13713450136035274,0,0
RA-535,2023,FASE 2,8.0027,10.0,5.6,9.4,5.0,8.125,8.95,0.13516768549837063,0,0
RA-1201,2023,FASE 5,8.378008333,10.0,7.8,9.6,3.77,8.59375,8.7575,0.1350501519319934,1,0
RA-886,2023,ALFA,8.6422,10.0,8.1,9.4,7.52,7.5,9.0,0.13376136815254464,1,0
RA-557,2023,FASE 2,8.7717,10.0,8.9,8.2,5.0,9.375,9.62,0.13165423711621385,0,0
RA-586,2023,FASE 2,8.4242,10.0,8.4,10.0,2.52,8.333333333,9.343333333,0.13112287565301103,0,0
RA-860,2023,ALFA,8.2372,10.0,7.4,9.8,6.89,7.5,8.34,0.13046441077555634,0,0
RA-1117,2023,FASE 2,8.382366667,10.0,7.3,9.6,7.52,7.708333333,7.946666667,0.1303045471098103,0,0
RA-610,2023,FASE 2,8.2857,10.0,7.0,10.0,2.52,8.541666667,8.896666667,0.12987018685571322,0,0
RA-242,2023,FASE 4,8.221841667,10.0,7.9,9.7,2.52,8.59375,9.3775,0.12964081270392022,0,0
RA-364,2023,FASE 3,7.734891667,10.0,5.8,9.0,6.89,7.03125,7.505,0.12901052874141117,0,0
RA-280,2023,FASE 4,8.189225,10.0,6.5,9.5,7.52,8.28125,8.7125,0.1289286359838992,0,0
RA-666,2023,FASE 2,8.720366667,10.0,7.1,9.1,7.52,8.541666667,9.62,0.12873874534400856,0,0
RA-229,2023,FASE 4,8.207591667,10.0,7.8,9.8,2.52,8.28125,8.42,0.12834677922410123,0,0
RA-279,2023,FASE 4,9.006266667,10.0,8.9,10.0,6.27,8.75,9.2125,0.12718999750604618,0,0
RA-166,2023,FASE 5,8.105583333,10.0,8.1,8.9,6.26,8.4375,7.4625,0.12641872096502532,0,0
RA-513,2023,FASE 2,8.297866667,10.0,7.5,9.7,2.52,8.541666667,9.0075,0.12599315797855645,0,0
RA-604,2023,FASE 2,8.548033333,10.0,7.5,9.3,7.52,8.125,8.616666667,0.12515952152348034,0,0
RA-479,2023,FASE 2,8.988866667,10.0,9.7,10.0,2.52,9.791666667,9.6375,0.12447198004535069,0,0
RA-503,2023,FASE 2,8.4682,10.0,8.7,10.0,2.52,8.75,8.255,0.12262733898379782,0,0
RA-487,2023,FASE 2,8.988866667,10.0,9.5,9.9,5.0,9.166666667,9.26,0.1216378566524038,0,0
RA-904,2023,ALFA,8.140783333,10.0,6.4,9.3,7.52,7.8125,7.836666667,0.11985918092915,1,0
RA-588,2023,FASE 2,8.3527,10.0,7.8,9.6,2.52,8.958333333,9.673333333,0.1195296834650819,0,0
RA-270,2023,FASE 4,7.982633333,10.0,6.6,9.0,2.52,8.75,9.1275,0.11889514136190611,0,0
RA-516,2023,FASE 2,8.6807,10.0,9.3,9.8,2.52,8.75,8.7175,0.1188217315193668,0,0
RA-27,2023,FASE 7,7.921266667,10.0,6.9,7.7,6.89,8.625,8.8825,0.11855746042742946,0,0
RA-246,2023,FASE 4,8.256766667,10.0,6.8,9.9,4.39,8.125,8.9175,0.11766704229436434,0,0
RA-1176,2023,FASE 4,8.881483333,10.0,8.2,9.3,7.52,9.6875,9.17,0.11221270768892995,0,0
RA-176,2023,FASE 4,8.316833333,10.0,8.0,9.5,2.52,8.125,9.0025,0.11199900777031958,0,0
